nl|De overervingspatronen van deze zichtbare erfelijke kenmerken vormen het hoofdonderwerp van de klassieke genetica. Een erfelijke
nl|eigenschap hoeft zich niet altijd in een nakomeling te uiten maar kan ook een of meer generaties overslaan. Bij mensen is 
nl|de kleur van de ogen een voorbeeld van een erfelijke eigenschap.Alle erfelijke eigenschappen samen, of ze nu wel of niet tot
nl|uiting komen, worden het genotype van een organisme genoemd.[2] Alle eigenschappen die samen het uiterlijk, gedrag en
nl|overig merkbaar functioneren van een organisme bepalen worden het fenotype genoemd. Omdat niet alle eigenschappen erfelijk
nl|zijn, zijn genotype en fenotype niet hetzelfde. Het fenotype is het resultaat van het genotype en de omgeving waarin het organisme zich bevindt.
nl|De mate waarin een erfelijke eigenschap van een organisme tot uitdrukking komt is afhankelijk van de omgeving (het milieu). 
nl|Wanneer bijvoorbeeld huid regelmatig aan zonlicht met ultraviolette straling wordt blootgesteld, wordt in de huid meer pigment gevormd
nl|en wordt de huid donkerder getint. De mate waarin pigmentvorming tot uitdrukking komt, is daarom onderdeel van het fenotype. In het
nl|geval van albinisme wordt echter helemaal geen pigment aangemaakt. Albinisme is een erfelijke eigenschap en onderdeel van het genotype
en|The right-winged (Orthoptera) are an order of winged insects better known to the general public as crickets and grasshoppers .
en|There are about 25,000 different species divided into two main groups; the cricket-like forms (Ensifera or stalks) and the grasshopper-like
en|forms (Caelifera or stems). [2] Both groups are in most cases clearly distinguishable. The right-winged individuals are distinguished
en|from all other groups of insects by their straight, leathery wings, the usually elongated physique and long antennae, and in
en|particular the greatly enlarged hind legs that are adapted to jump well. Some representatives resemble and are confused with
en|species from other insect orders. A number of Orthoptera is difficult to distinguish from insects belonging to the true bugs (Heteroptera)
en|the cockroaches (Blattodea), and the Mantis (Mantodea).The size of grasshoppers and crickets varies widely; the dwarf species do not
en|grow longer than 5 millimeters, the largest species can reach a length of more than 15 centimeters. [3] The largest known species is
en|the locust Macrolyristes corporalis from Malaysia ; This species, including the antennas, has a body length of 35 centimeters, the antennas
en|cover 12 cm, the body is 13 cm and the hind legs can reach a length of 16 cm when unfolded. [4] The species of the genus Siliquofera also
en|grow very large and can reach 13 centimeters. These species are found in Australia . In New Zealandthe giant wetas occur, a group of
en|stalactites from the genus Deinacrida . These species, like many other endemic species in New Zealand, are relatively large. They
en|have taken over the ecological role of rodents (such as mice). [5] They can reach a length of 10 cm and a specimen weighing 70
en|grams has been caught making them among the heaviest insects in the world. The grasshopper Tropidacris dux has huge wings
en|and in flight looks more like a bird than an insect. Right-winged individuals live worldwide and live in the most diverse biotopes
en|from very hot deserts in Africa and tropical rainforests in South America to the cold tundras in northern Asia . Many species are
en|omnivorous and eat both plant food and small invertebrates, others are strictly herbivorous or fierce hunters ( carnivore).
en|In contrast to most insects, right-winged individuals are strictly land-dwelling, no species has adapted to the water. In this article,
en|the crickets and saber grasshoppers (Ensifera) are referred to as the long blades and the grasshoppers (Caelifera) as the short blades.
